from,to,n
Presidio County,Calhoun County,0
Presidio County,King County,0
Presidio County,Grayson County,0
Presidio County,Mason County,0
Presidio County,Parmer County,0
Presidio County,Shelby County,0
Presidio County,El Paso County,0
Presidio County,Hays County,0
Presidio County,Tarrant County,0
Presidio County,Kenedy County,0
Presidio County,Martin County,0
Presidio County,Jackson County,0
Presidio County,San Patricio County,0
Presidio County,Falls County,0
Presidio County,Sterling County,0
Presidio County,Gillespie County,0
Presidio County,Carson County,0
Presidio County,Dickens County,0
Presidio County,Dimmit County,0
Presidio County,Bastrop County,0
Presidio County,Coke County,0
Presidio County,Medina County,0
Presidio County,Menard County,0
Presidio County,Ochiltree County,0
Presidio County,Bexar County,0
Presidio County,Floyd County,0
Presidio County,Brooks County,0
Presidio County,Irion County,0
Presidio County,Cochran County,0
Presidio County,Kerr County,0
Presidio County,Marion County,0
Presidio County,Moore County,0
Presidio County,Maverick County,0
Presidio County,Nueces County,0
Presidio County,Briscoe County,0
Presidio County,Austin County,0
Presidio County,Hockley County,0
Presidio County,Swisher County,0
Presidio County,Childress County,0
Presidio County,Kaufman County,0
Presidio County,Foard County,0
Presidio County,Schleicher County,0
Presidio County,Edwards County,0
Presidio County,Hamilton County,0
Presidio County,Potter County,0
Presidio County,Trinity County,0
Presidio County,Hudspeth County,0
Presidio County,Brazoria County,0
Presidio County,Montague County,0
Presidio County,Tyler County,0
Presidio County,Burleson County,0
Presidio County,Llano County,0
Presidio County,Grimes County,0
Presidio County,Hansford County,0
Presidio County,Orange County,0
Presidio County,Harris County,18
Presidio County,Nacogdoches County,0
Presidio County,Shackelford County,0
Presidio County,Sutton County,0
Presidio County,Young County,0
Presidio County,Fayette County,0
Presidio County,Hood County,0
Presidio County,Hopkins County,0
Presidio County,Karnes County,0
Presidio County,Lubbock County,0
Presidio County,Coleman County,0
Presidio County,Washington County,0
Presidio County,Webb County,0
Presidio County,Wise County,0
Presidio County,Fisher County,0
Presidio County,Oldham County,0
Presidio County,Williamson County,0
Presidio County,Armstrong County,0
Presidio County,Frio County,0
Presidio County,Erath County,0
Presidio County,Stonewall County,0
Presidio County,Anderson County,0
Presidio County,Duval County,0
Presidio County,Comal County,0
Presidio County,Hall County,0
Presidio County,Hardeman County,0
Presidio County,Collin County,0
Presidio County,Motley County,0
Presidio County,Concho County,0
Presidio County,Dawson County,0
Presidio County,Kent County,0
Presidio County,San Augustine County,0
Presidio County,Wood County,0
Presidio County,Garza County,0
Presidio County,Culberson County,0
Presidio County,Henderson County,0
Presidio County,Presidio County,2027
Presidio County,Reeves County,7
Presidio County,Delta County,0
Presidio County,Real County,0
Presidio County,Gaines County,0
Presidio County,Archer County,0
Presidio County,Glasscock County,0
Presidio County,Madison County,0
Presidio County,Mitchell County,0
Presidio County,Castro County,0
Presidio County,Kleberg County,0
Presidio County,Cottle County,0
Presidio County,Kimble County,0
Presidio County,Loving County,0
Presidio County,Jones County,0
Presidio County,Reagan County,0
Presidio County,Hunt County,0
Presidio County,Houston County,0
Presidio County,Baylor County,0
Presidio County,Leon County,0
Presidio County,San Saba County,0
Presidio County,Crosby County,0
Presidio County,Howard County,0
Presidio County,Upshur County,0
Presidio County,Wilbarger County,0
Presidio County,Waller County,0
Presidio County,Kendall County,0
Presidio County,Johnson County,0
Presidio County,Cherokee County,0
Presidio County,Pecos County,0
Presidio County,Jefferson County,0
Presidio County,Lavaca County,0
Presidio County,Harrison County,0
Presidio County,Jeff Davis County,174
Presidio County,Midland County,21
Presidio County,Tom Green County,0
Presidio County,Bell County,0
Presidio County,Wheeler County,0
Presidio County,Runnels County,0
Presidio County,Galveston County,0
Presidio County,Bosque County,0
Presidio County,Milam County,0
Presidio County,Polk County,0
Presidio County,Ward County,32
Presidio County,Rusk County,0
Presidio County,Val Verde County,0
Presidio County,Fannin County,0
Presidio County,Deaf Smith County,0
Presidio County,Eastland County,0
Presidio County,Lampasas County,0
Presidio County,Newton County,0
Reeves County,Gregg County,0
Reeves County,Borden County,0
Reeves County,Gonzales County,0
Reeves County,Caldwell County,0
Reeves County,Willacy County,0
Reeves County,Jim Wells County,0
Reeves County,Kinney County,0
Reeves County,Camp County,0
Reeves County,Liberty County,0
Reeves County,Haskell County,0
Reeves County,San Jacinto County,0
Reeves County,Wilson County,0
Reeves County,DeWitt County,0
Reeves County,Aransas County,0
Reeves County,McMullen County,0
Reeves County,Hutchinson County,0
Reeves County,La Salle County,0
Reeves County,Atascosa County,0
Reeves County,Zapata County,0
Reeves County,Brown County,0
Reeves County,Mills County,0
Reeves County,Donley County,0
Reeves County,Guadalupe County,0
Reeves County,Cooke County,0
Reeves County,Parker County,0
Reeves County,Randall County,0
Reeves County,Burnet County,0
Reeves County,Freestone County,0
Reeves County,Crane County,0
Reeves County,Bailey County,0
Reeves County,Blanco County,0
Reeves County,Ector County,61
Reeves County,Hill County,0
Reeves County,Refugio County,0
Reeves County,Sabine County,0
Reeves County,Denton County,0
Reeves County,Goliad County,0
Reeves County,Navarro County,0
Reeves County,Comanche County,0
Reeves County,Throckmorton County,0
Reeves County,Uvalde County,0
Reeves County,Nolan County,0
Reeves County,Hale County,0
Reeves County,Smith County,0
Reeves County,Lipscomb County,0
Reeves County,Titus County,0
Reeves County,Jack County,4
Reeves County,Montgomery County,0
Reeves County,Wichita County,0
Reeves County,Lamb County,0
Reeves County,Angelina County,0
Reeves County,Starr County,0
Reeves County,Hemphill County,0
Reeves County,Bandera County,0
Reeves County,Jasper County,0
Reeves County,Palo Pinto County,0
Reeves County,Zavala County,0
Reeves County,Clay County,0
Reeves County,Victoria County,0
Reeves County,Hartley County,0
Reeves County,McCulloch County,0
Reeves County,Ellis County,0
Reeves County,Fort Bend County,0
Reeves County,Rains County,0
Reeves County,Lynn County,0
Reeves County,Stephens County,0
Reeves County,Red River County,0
Reeves County,Terry County,0
Reeves County,Brewster County,0
Reeves County,Limestone County,0
Reeves County,Travis County,0
Reeves County,Upton County,0
Reeves County,Bowie County,0
Reeves County,Knox County,0
Reeves County,Somervell County,0
Reeves County,Sherman County,0
Reeves County,Winkler County,2
Reeves County,Andrews County,0
Reeves County,Matagorda County,0
Reeves County,Coryell County,0
Reeves County,Colorado County,0
Reeves County,Callahan County,0
Reeves County,Morris County,0
Reeves County,Bee County,0
Reeves County,Franklin County,0
Reeves County,Cass County,0
Reeves County,Taylor County,0
Reeves County,McLennan County,0
Reeves County,Wharton County,0
Reeves County,Robertson County,0
Reeves County,Cameron County,0
Reeves County,Van Zandt County,0
Reeves County,Yoakum County,0
Reeves County,Crockett County,0
Reeves County,Panola County,0
Reeves County,Terrell County,0
Reeves County,Lee County,0
Reeves County,Walker County,0
Reeves County,Hidalgo County,0
Reeves County,Collingsworth County,0
Reeves County,Lamar County,0
Reeves County,Live Oak County,0
Reeves County,Jim Hogg County,0
Reeves County,Dallam County,0
Reeves County,Dallas County,0
Reeves County,Gray County,0
Reeves County,Chambers County,0
Reeves County,Hardin County,0
Reeves County,Roberts County,0
Reeves County,Scurry County,0
Reeves County,Rockwall County,0
Reeves County,Brazos County,0
Reeves County,Calhoun County,0
Reeves County,King County,0
Reeves County,Grayson County,0
Reeves County,Mason County,0
Reeves County,Parmer County,0
Reeves County,Shelby County,0
Reeves County,El Paso County,0
Reeves County,Hays County,0
Reeves County,Tarrant County,3
Reeves County,Kenedy County,0
Reeves County,Martin County,0
Reeves County,Jackson County,0
Reeves County,San Patricio County,0
Reeves County,Falls County,0
Reeves County,Sterling County,0
Reeves County,Gillespie County,0
Reeves County,Carson County,0
Reeves County,Dickens County,0
Reeves County,Dimmit County,0
Reeves County,Bastrop County,0
Reeves County,Coke County,0
Reeves County,Medina County,0
Reeves County,Menard County,0
Reeves County,Ochiltree County,0
Reeves County,Bexar County,0
Reeves County,Floyd County,0
Reeves County,Brooks County,0
Reeves County,Irion County,0
Reeves County,Cochran County,0
Reeves County,Kerr County,0
Reeves County,Marion County,0
Reeves County,Moore County,0
Reeves County,Maverick County,0
Reeves County,Nueces County,0
Reeves County,Briscoe County,0
Reeves County,Austin County,0
Reeves County,Hockley County,0
Reeves County,Swisher County,0
Reeves County,Childress County,0
Reeves County,Kaufman County,0
Reeves County,Foard County,0
Reeves County,Schleicher County,0
Reeves County,Edwards County,0
Reeves County,Hamilton County,0
Reeves County,Potter County,0
Reeves County,Trinity County,0
Reeves County,Hudspeth County,0
Reeves County,Brazoria County,0
Reeves County,Montague County,0
Reeves County,Tyler County,0
Reeves County,Burleson County,0
Reeves County,Llano County,0
Reeves County,Grimes County,0
Reeves County,Hansford County,0
Reeves County,Orange County,0
Reeves County,Harris County,4
Reeves County,Nacogdoches County,0
Reeves County,Shackelford County,0
Reeves County,Sutton County,0
Reeves County,Young County,0
Reeves County,Fayette County,0
Reeves County,Hood County,0
Reeves County,Hopkins County,0
Reeves County,Karnes County,0
Reeves County,Lubbock County,0
Reeves County,Coleman County,0
Reeves County,Washington County,0
Reeves County,Webb County,0
Reeves County,Wise County,0
Reeves County,Fisher County,0
Reeves County,Oldham County,0
Reeves County,Williamson County,0
Reeves County,Armstrong County,0
Reeves County,Frio County,0
Reeves County,Erath County,0
Reeves County,Stonewall County,0
Reeves County,Anderson County,0
Reeves County,Duval County,0
Reeves County,Comal County,0
Reeves County,Hall County,0
Reeves County,Hardeman County,0
Reeves County,Collin County,0
Reeves County,Motley County,0
Reeves County,Concho County,0
Reeves County,Dawson County,0
Reeves County,Kent County,0
Reeves County,San Augustine County,0
Reeves County,Wood County,0
Reeves County,Garza County,0
Reeves County,Culberson County,0
Reeves County,Henderson County,0
Reeves County,Presidio County,0
Reeves County,Reeves County,4353
Reeves County,Delta County,0
Reeves County,Real County,0
Reeves County,Gaines County,0
Reeves County,Archer County,0
Reeves County,Glasscock County,0
Reeves County,Madison County,0
Reeves County,Mitchell County,0
Reeves County,Castro County,0
Reeves County,Kleberg County,0
Reeves County,Cottle County,0
Reeves County,Kimble County,0
Reeves County,Loving County,23
Reeves County,Jones County,0
Reeves County,Reagan County,0
Reeves County,Hunt County,0
Reeves County,Houston County,0
Reeves County,Baylor County,0
Reeves County,Leon County,0
Reeves County,San Saba County,0
Reeves County,Crosby County,0
Reeves County,Howard County,0
Reeves County,Upshur County,0
Reeves County,Wilbarger County,0
Reeves County,Waller County,0
Reeves County,Kendall County,0
Reeves County,Johnson County,0
Reeves County,Cherokee County,0
Reeves County,Pecos County,57
Reeves County,Jefferson County,0
Reeves County,Lavaca County,0
Reeves County,Harrison County,0
Reeves County,Jeff Davis County,0
Reeves County,Midland County,79
Reeves County,Tom Green County,0
Reeves County,Bell County,0
Reeves County,Wheeler County,0
Reeves County,Runnels County,0
Reeves County,Galveston County,0
Reeves County,Bosque County,0
Reeves County,Milam County,0
