from,to,n
Hidalgo County,Hale County,0
Hidalgo County,Smith County,50
Hidalgo County,Lipscomb County,0
Hidalgo County,Titus County,0
Hidalgo County,Jack County,0
Hidalgo County,Montgomery County,0
Hidalgo County,Wichita County,0
Hidalgo County,Lamb County,0
Hidalgo County,Angelina County,0
Hidalgo County,Starr County,1409
Hidalgo County,Hemphill County,0
Hidalgo County,Bandera County,0
Hidalgo County,Jasper County,0
Hidalgo County,Palo Pinto County,0
Hidalgo County,Zavala County,0
Hidalgo County,Clay County,0
Hidalgo County,Victoria County,227
Hidalgo County,Hartley County,0
Hidalgo County,McCulloch County,0
Hidalgo County,Ellis County,63
Hidalgo County,Fort Bend County,75
Hidalgo County,Rains County,0
Hidalgo County,Lynn County,0
Hidalgo County,Stephens County,5
Hidalgo County,Red River County,0
Hidalgo County,Terry County,0
Hidalgo County,Brewster County,0
Hidalgo County,Limestone County,1
Hidalgo County,Travis County,219
Hidalgo County,Upton County,10
Hidalgo County,Bowie County,0
Hidalgo County,Knox County,0
Hidalgo County,Somervell County,20
Hidalgo County,Sherman County,0
Hidalgo County,Winkler County,0
Hidalgo County,Andrews County,0
Hidalgo County,Matagorda County,43
Hidalgo County,Coryell County,0
Hidalgo County,Colorado County,0
Hidalgo County,Callahan County,0
Hidalgo County,Morris County,0
Hidalgo County,Bee County,23
Hidalgo County,Franklin County,0
Hidalgo County,Cass County,0
Hidalgo County,Taylor County,0
Hidalgo County,McLennan County,32
Hidalgo County,Wharton County,0
Hidalgo County,Robertson County,0
Hidalgo County,Cameron County,7136
Hidalgo County,Van Zandt County,0
Hidalgo County,Yoakum County,0
Hidalgo County,Crockett County,0
Hidalgo County,Panola County,0
Hidalgo County,Terrell County,0
Hidalgo County,Lee County,21
Hidalgo County,Walker County,0
Hidalgo County,Hidalgo County,268310
Hidalgo County,Collingsworth County,0
Hidalgo County,Lamar County,0
Hidalgo County,Live Oak County,164
Hidalgo County,Jim Hogg County,0
Hidalgo County,Dallam County,0
Hidalgo County,Dallas County,142
Hidalgo County,Gray County,9
Hidalgo County,Chambers County,0
Hidalgo County,Hardin County,0
Hidalgo County,Roberts County,0
Hidalgo County,Scurry County,0
Hidalgo County,Rockwall County,0
Hidalgo County,Brazos County,5
Hidalgo County,Calhoun County,84
Hidalgo County,King County,0
Hidalgo County,Grayson County,11
Hidalgo County,Mason County,0
Hidalgo County,Parmer County,0
Hidalgo County,Shelby County,55
Hidalgo County,El Paso County,0
Hidalgo County,Hays County,38
Hidalgo County,Tarrant County,18
Hidalgo County,Kenedy County,61
Hidalgo County,Martin County,0
Hidalgo County,Jackson County,0
Hidalgo County,San Patricio County,56
Hidalgo County,Falls County,6
Hidalgo County,Sterling County,0
Hidalgo County,Gillespie County,0
Hidalgo County,Carson County,0
Hidalgo County,Dickens County,0
Hidalgo County,Dimmit County,282
Hidalgo County,Bastrop County,0
Hidalgo County,Coke County,0
Hidalgo County,Medina County,0
Hidalgo County,Menard County,0
Hidalgo County,Ochiltree County,0
Hidalgo County,Bexar County,842
Hidalgo County,Floyd County,0
Hidalgo County,Brooks County,283
Hidalgo County,Irion County,0
Hidalgo County,Cochran County,0
Hidalgo County,Kerr County,0
Hidalgo County,Marion County,0
Hidalgo County,Moore County,0
Hidalgo County,Maverick County,0
Hidalgo County,Nueces County,1720
Hidalgo County,Briscoe County,0
Hidalgo County,Austin County,0
Hidalgo County,Hockley County,0
Hidalgo County,Swisher County,0
Hidalgo County,Childress County,0
Hidalgo County,Kaufman County,0
Hidalgo County,Foard County,0
Hidalgo County,Schleicher County,0
Hidalgo County,Edwards County,0
Hidalgo County,Hamilton County,0
Hidalgo County,Potter County,0
Hidalgo County,Trinity County,0
Hidalgo County,Hudspeth County,0
Hidalgo County,Brazoria County,438
Hidalgo County,Montague County,0
Hidalgo County,Tyler County,0
Hidalgo County,Burleson County,0
Hidalgo County,Llano County,0
Hidalgo County,Grimes County,0
Hidalgo County,Hansford County,0
Hidalgo County,Orange County,0
Hidalgo County,Harris County,1078
Hidalgo County,Nacogdoches County,0
Hidalgo County,Shackelford County,0
Hidalgo County,Sutton County,0
Hidalgo County,Young County,0
Hidalgo County,Fayette County,17
Hidalgo County,Hood County,0
Hidalgo County,Hopkins County,0
Hidalgo County,Karnes County,293
Hidalgo County,Lubbock County,12
Hidalgo County,Coleman County,0
Hidalgo County,Washington County,0
Hidalgo County,Webb County,411
Hidalgo County,Wise County,0
Hidalgo County,Fisher County,0
Hidalgo County,Oldham County,0
Hidalgo County,Williamson County,0
Hidalgo County,Armstrong County,0
Hidalgo County,Frio County,109
Hidalgo County,Erath County,20
Hidalgo County,Stonewall County,0
Hidalgo County,Anderson County,0
Hidalgo County,Duval County,13
Hidalgo County,Comal County,22
Hidalgo County,Hall County,0
Hidalgo County,Hardeman County,0
Hidalgo County,Collin County,13
Hidalgo County,Motley County,0
Hidalgo County,Concho County,0
Hidalgo County,Dawson County,0
Hidalgo County,Kent County,0
Hidalgo County,San Augustine County,0
Hidalgo County,Wood County,0
Hidalgo County,Garza County,0
Hidalgo County,Culberson County,0
Hidalgo County,Henderson County,0
Hidalgo County,Presidio County,0
Hidalgo County,Reeves County,37
Hidalgo County,Delta County,0
Hidalgo County,Real County,0
Hidalgo County,Gaines County,0
Hidalgo County,Archer County,0
Hidalgo County,Glasscock County,0
Hidalgo County,Madison County,0
Hidalgo County,Mitchell County,0
Hidalgo County,Castro County,0
Hidalgo County,Kleberg County,173
Hidalgo County,Cottle County,18
Hidalgo County,Kimble County,0
Hidalgo County,Loving County,0
Hidalgo County,Jones County,0
Hidalgo County,Reagan County,0
Hidalgo County,Hunt County,0
Hidalgo County,Houston County,51
Hidalgo County,Baylor County,0
Hidalgo County,Leon County,11
Hidalgo County,San Saba County,0
Hidalgo County,Crosby County,0
Hidalgo County,Howard County,43
Hidalgo County,Upshur County,0
Hidalgo County,Wilbarger County,0
Hidalgo County,Waller County,22
Hidalgo County,Kendall County,0
Hidalgo County,Johnson County,0
Hidalgo County,Cherokee County,0
Hidalgo County,Pecos County,0
Hidalgo County,Jefferson County,282
Hidalgo County,Lavaca County,0
Hidalgo County,Harrison County,0
Hidalgo County,Jeff Davis County,0
Hidalgo County,Midland County,108
Hidalgo County,Tom Green County,14
Hidalgo County,Bell County,95
Hidalgo County,Wheeler County,0
Hidalgo County,Runnels County,0
Hidalgo County,Galveston County,108
Hidalgo County,Bosque County,1
Hidalgo County,Milam County,49
Hidalgo County,Polk County,0
Hidalgo County,Ward County,0
Hidalgo County,Rusk County,16
Hidalgo County,Val Verde County,0
Hidalgo County,Fannin County,0
Hidalgo County,Deaf Smith County,0
Hidalgo County,Eastland County,0
Hidalgo County,Lampasas County,0
Hidalgo County,Newton County,0
Collingsworth County,Gregg County,0
Collingsworth County,Borden County,0
Collingsworth County,Gonzales County,0
Collingsworth County,Caldwell County,0
Collingsworth County,Willacy County,0
Collingsworth County,Jim Wells County,0
Collingsworth County,Kinney County,0
Collingsworth County,Camp County,0
Collingsworth County,Liberty County,0
Collingsworth County,Haskell County,0
Collingsworth County,San Jacinto County,0
Collingsworth County,Wilson County,0
Collingsworth County,DeWitt County,0
Collingsworth County,Aransas County,0
Collingsworth County,McMullen County,0
Collingsworth County,Hutchinson County,0
Collingsworth County,La Salle County,0
Collingsworth County,Atascosa County,0
Collingsworth County,Zapata County,0
Collingsworth County,Brown County,0
Collingsworth County,Mills County,0
Collingsworth County,Donley County,4
Collingsworth County,Guadalupe County,0
Collingsworth County,Cooke County,0
Collingsworth County,Parker County,0
Collingsworth County,Randall County,14
Collingsworth County,Burnet County,0
Collingsworth County,Freestone County,0
Collingsworth County,Crane County,0
Collingsworth County,Bailey County,0
Collingsworth County,Blanco County,0
Collingsworth County,Ector County,0
Collingsworth County,Hill County,0
Collingsworth County,Refugio County,0
Collingsworth County,Sabine County,0
Collingsworth County,Denton County,0
Collingsworth County,Goliad County,0
Collingsworth County,Navarro County,0
Collingsworth County,Comanche County,0
Collingsworth County,Throckmorton County,0
Collingsworth County,Uvalde County,0
Collingsworth County,Nolan County,0
Collingsworth County,Hale County,9
Collingsworth County,Smith County,0
Collingsworth County,Lipscomb County,0
Collingsworth County,Titus County,0
Collingsworth County,Jack County,0
Collingsworth County,Montgomery County,0
Collingsworth County,Wichita County,0
Collingsworth County,Lamb County,0
Collingsworth County,Angelina County,0
Collingsworth County,Starr County,0
Collingsworth County,Hemphill County,28
Collingsworth County,Bandera County,0
Collingsworth County,Jasper County,0
Collingsworth County,Palo Pinto County,0
Collingsworth County,Zavala County,0
Collingsworth County,Clay County,0
Collingsworth County,Victoria County,0
Collingsworth County,Hartley County,0
Collingsworth County,McCulloch County,0
Collingsworth County,Ellis County,0
Collingsworth County,Fort Bend County,0
Collingsworth County,Rains County,0
Collingsworth County,Lynn County,0
Collingsworth County,Stephens County,0
Collingsworth County,Red River County,0
Collingsworth County,Terry County,0
Collingsworth County,Brewster County,0
Collingsworth County,Limestone County,0
Collingsworth County,Travis County,0
Collingsworth County,Upton County,0
Collingsworth County,Bowie County,0
Collingsworth County,Knox County,0
Collingsworth County,Somervell County,0
Collingsworth County,Sherman County,0
Collingsworth County,Winkler County,0
Collingsworth County,Andrews County,0
Collingsworth County,Matagorda County,0
Collingsworth County,Coryell County,0
Collingsworth County,Colorado County,0
Collingsworth County,Callahan County,0
Collingsworth County,Morris County,0
Collingsworth County,Bee County,0
Collingsworth County,Franklin County,0
Collingsworth County,Cass County,0
Collingsworth County,Taylor County,0
Collingsworth County,McLennan County,0
Collingsworth County,Wharton County,0
Collingsworth County,Robertson County,0
Collingsworth County,Cameron County,0
Collingsworth County,Van Zandt County,0
Collingsworth County,Yoakum County,0
Collingsworth County,Crockett County,0
Collingsworth County,Panola County,0
Collingsworth County,Terrell County,0
Collingsworth County,Lee County,0
Collingsworth County,Walker County,0
Collingsworth County,Hidalgo County,0
Collingsworth County,Collingsworth County,925
Collingsworth County,Lamar County,0
Collingsworth County,Live Oak County,0
Collingsworth County,Jim Hogg County,0
Collingsworth County,Dallam County,0
Collingsworth County,Dallas County,0
Collingsworth County,Gray County,28
Collingsworth County,Chambers County,0
Collingsworth County,Hardin County,0
Collingsworth County,Roberts County,0
Collingsworth County,Scurry County,0
Collingsworth County,Rockwall County,0
Collingsworth County,Brazos County,0
Collingsworth County,Calhoun County,0
Collingsworth County,King County,0
Collingsworth County,Grayson County,0
Collingsworth County,Mason County,0
Collingsworth County,Parmer County,2
Collingsworth County,Shelby County,0
Collingsworth County,El Paso County,0
Collingsworth County,Hays County,0
Collingsworth County,Tarrant County,0
Collingsworth County,Kenedy County,0
Collingsworth County,Martin County,0
Collingsworth County,Jackson County,0
Collingsworth County,San Patricio County,0
Collingsworth County,Falls County,0
Collingsworth County,Sterling County,0
Collingsworth County,Gillespie County,0
Collingsworth County,Carson County,0
Collingsworth County,Dickens County,0
Collingsworth County,Dimmit County,0
Collingsworth County,Bastrop County,0
Collingsworth County,Coke County,0
Collingsworth County,Medina County,0
Collingsworth County,Menard County,0
Collingsworth County,Ochiltree County,0
Collingsworth County,Bexar County,0
Collingsworth County,Floyd County,0
Collingsworth County,Brooks County,0
Collingsworth County,Irion County,0
Collingsworth County,Cochran County,0
Collingsworth County,Kerr County,0
Collingsworth County,Marion County,0
Collingsworth County,Moore County,0
Collingsworth County,Maverick County,0
Collingsworth County,Nueces County,0
Collingsworth County,Briscoe County,0
Collingsworth County,Austin County,0
Collingsworth County,Hockley County,0
Collingsworth County,Swisher County,0
Collingsworth County,Childress County,92
Collingsworth County,Kaufman County,0
Collingsworth County,Foard County,0
Collingsworth County,Schleicher County,0
Collingsworth County,Edwards County,0
Collingsworth County,Hamilton County,0
Collingsworth County,Potter County,5
Collingsworth County,Trinity County,0
Collingsworth County,Hudspeth County,0
Collingsworth County,Brazoria County,0
Collingsworth County,Montague County,0
Collingsworth County,Tyler County,0
Collingsworth County,Burleson County,0
Collingsworth County,Llano County,0
Collingsworth County,Grimes County,0
Collingsworth County,Hansford County,0
Collingsworth County,Orange County,0
Collingsworth County,Harris County,0
Collingsworth County,Nacogdoches County,0
Collingsworth County,Shackelford County,0
Collingsworth County,Sutton County,0
Collingsworth County,Young County,0
Collingsworth County,Fayette County,0
Collingsworth County,Hood County,0
Collingsworth County,Hopkins County,0
Collingsworth County,Karnes County,0
Collingsworth County,Lubbock County,4
Collingsworth County,Coleman County,0
Collingsworth County,Washington County,0
Collingsworth County,Webb County,0
Collingsworth County,Wise County,0
Collingsworth County,Fisher County,0
Collingsworth County,Oldham County,0
Collingsworth County,Williamson County,0
Collingsworth County,Armstrong County,0
Collingsworth County,Frio County,0
Collingsworth County,Erath County,0
Collingsworth County,Stonewall County,0
Collingsworth County,Anderson County,0
Collingsworth County,Duval County,0
Collingsworth County,Comal County,0
Collingsworth County,Hall County,70
Collingsworth County,Hardeman County,0
Collingsworth County,Collin County,0
Collingsworth County,Motley County,0
Collingsworth County,Concho County,0
Collingsworth County,Dawson County,0
Collingsworth County,Kent County,0
Collingsworth County,San Augustine County,0
Collingsworth County,Wood County,0
Collingsworth County,Garza County,0
Collingsworth County,Culberson County,0
Collingsworth County,Henderson County,0
Collingsworth County,Presidio County,0
Collingsworth County,Reeves County,0
Collingsworth County,Delta County,0
Collingsworth County,Real County,0
Collingsworth County,Gaines County,0
Collingsworth County,Archer County,0
Collingsworth County,Glasscock County,0
Collingsworth County,Madison County,0
Collingsworth County,Mitchell County,0
Collingsworth County,Castro County,0
Collingsworth County,Kleberg County,0
Collingsworth County,Cottle County,0
Collingsworth County,Kimble County,0
Collingsworth County,Loving County,0
Collingsworth County,Jones County,0
Collingsworth County,Reagan County,0
Collingsworth County,Hunt County,0
Collingsworth County,Houston County,0
Collingsworth County,Baylor County,0
Collingsworth County,Leon County,0
Collingsworth County,San Saba County,0
Collingsworth County,Crosby County,0
Collingsworth County,Howard County,0
Collingsworth County,Upshur County,0
Collingsworth County,Wilbarger County,0
Collingsworth County,Waller County,0
Collingsworth County,Kendall County,0
Collingsworth County,Johnson County,0
Collingsworth County,Cherokee County,0
Collingsworth County,Pecos County,0
Collingsworth County,Jefferson County,0
Collingsworth County,Lavaca County,0
Collingsworth County,Harrison County,0
Collingsworth County,Jeff Davis County,0
Collingsworth County,Midland County,0
Collingsworth County,Tom Green County,0
Collingsworth County,Bell County,0
Collingsworth County,Wheeler County,74
Collingsworth County,Runnels County,0
Collingsworth County,Galveston County,0
Collingsworth County,Bosque County,0
Collingsworth County,Milam County,0
Collingsworth County,Polk County,0
Collingsworth County,Ward County,0
Collingsworth County,Rusk County,0
Collingsworth County,Val Verde County,0
Collingsworth County,Fannin County,0
Collingsworth County,Deaf Smith County,0
Collingsworth County,Eastland County,0
Collingsworth County,Lampasas County,0
Collingsworth County,Newton County,0
Lamar County,Gregg County,5
Lamar County,Borden County,0
Lamar County,Gonzales County,0
Lamar County,Caldwell County,0
Lamar County,Willacy County,0
Lamar County,Jim Wells County,0
Lamar County,Kinney County,0
Lamar County,Camp County,0
Lamar County,Liberty County,0
Lamar County,Haskell County,0
Lamar County,San Jacinto County,0
Lamar County,Wilson County,0
Lamar County,DeWitt County,0
Lamar County,Aransas County,0
Lamar County,McMullen County,0
Lamar County,Hutchinson County,0
Lamar County,La Salle County,0
Lamar County,Atascosa County,0
Lamar County,Zapata County,0
Lamar County,Brown County,0
Lamar County,Mills County,0
Lamar County,Donley County,0
Lamar County,Guadalupe County,0
Lamar County,Cooke County,0
Lamar County,Parker County,31
Lamar County,Randall County,0
Lamar County,Burnet County,0
Lamar County,Freestone County,0
Lamar County,Crane County,0
Lamar County,Bailey County,0
Lamar County,Blanco County,0
Lamar County,Ector County,0
Lamar County,Hill County,0
Lamar County,Refugio County,0
Lamar County,Sabine County,0
Lamar County,Denton County,22
Lamar County,Goliad County,0
Lamar County,Navarro County,0
Lamar County,Comanche County,0
Lamar County,Throckmorton County,0
Lamar County,Uvalde County,0
Lamar County,Nolan County,0
Lamar County,Hale County,0
Lamar County,Smith County,2
Lamar County,Lipscomb County,0
Lamar County,Titus County,208
Lamar County,Jack County,0
Lamar County,Montgomery County,4
Lamar County,Wichita County,0
Lamar County,Lamb County,0
Lamar County,Angelina County,0
Lamar County,Starr County,0
Lamar County,Hemphill County,0
Lamar County,Bandera County,0
Lamar County,Jasper County,0
Lamar County,Palo Pinto County,0
Lamar County,Zavala County,0
Lamar County,Clay County,0
Lamar County,Victoria County,0
Lamar County,Hartley County,0
Lamar County,McCulloch County,0
Lamar County,Ellis County,0
Lamar County,Fort Bend County,0
Lamar County,Rains County,0
Lamar County,Lynn County,0
Lamar County,Stephens County,0
Lamar County,Red River County,284
Lamar County,Terry County,0
Lamar County,Brewster County,0
Lamar County,Limestone County,0
Lamar County,Travis County,0
Lamar County,Upton County,0
Lamar County,Bowie County,61
Lamar County,Knox County,0
Lamar County,Somervell County,0
Lamar County,Sherman County,0
Lamar County,Winkler County,0
Lamar County,Andrews County,0
Lamar County,Matagorda County,0
Lamar County,Coryell County,0
Lamar County,Colorado County,0
Lamar County,Callahan County,0
Lamar County,Morris County,0
Lamar County,Bee County,0
Lamar County,Franklin County,64
Lamar County,Cass County,0
Lamar County,Taylor County,66
Lamar County,McLennan County,0
Lamar County,Wharton County,0
Lamar County,Robertson County,0
Lamar County,Cameron County,0
Lamar County,Van Zandt County,11
Lamar County,Yoakum County,0
Lamar County,Crockett County,0
Lamar County,Panola County,0
Lamar County,Terrell County,0
Lamar County,Lee County,0
Lamar County,Walker County,0
Lamar County,Hidalgo County,0
Lamar County,Collingsworth County,0
Lamar County,Lamar County,17859
Lamar County,Live Oak County,0
Lamar County,Jim Hogg County,0
Lamar County,Dallam County,0
Lamar County,Dallas County,133
Lamar County,Gray County,0
Lamar County,Chambers County,0
Lamar County,Hardin County,0
Lamar County,Roberts County,0
Lamar County,Scurry County,0
Lamar County,Rockwall County,0
Lamar County,Brazos County,0
Lamar County,Calhoun County,0
Lamar County,King County,0
Lamar County,Grayson County,51
Lamar County,Mason County,0
Lamar County,Parmer County,0
Lamar County,Shelby County,0
Lamar County,El Paso County,0
Lamar County,Hays County,0
Lamar County,Tarrant County,9
Lamar County,Kenedy County,0
Lamar County,Martin County,0
Lamar County,Jackson County,0
Lamar County,San Patricio County,0
Lamar County,Falls County,0
Lamar County,Sterling County,0
Lamar County,Gillespie County,0
Lamar County,Carson County,0
Lamar County,Dickens County,0
Lamar County,Dimmit County,0
Lamar County,Bastrop County,0
Lamar County,Coke County,0
Lamar County,Medina County,0
Lamar County,Menard County,0
Lamar County,Ochiltree County,0
Lamar County,Bexar County,0
Lamar County,Floyd County,0
Lamar County,Brooks County,0
Lamar County,Irion County,0
Lamar County,Cochran County,0
Lamar County,Kerr County,0
Lamar County,Marion County,0
Lamar County,Moore County,0
Lamar County,Maverick County,0
Lamar County,Nueces County,0
Lamar County,Briscoe County,0
Lamar County,Austin County,0
Lamar County,Hockley County,0
Lamar County,Swisher County,0
Lamar County,Childress County,0
Lamar County,Kaufman County,7
Lamar County,Foard County,0
Lamar County,Schleicher County,0
Lamar County,Edwards County,0
Lamar County,Hamilton County,0
Lamar County,Potter County,0
Lamar County,Trinity County,0
Lamar County,Hudspeth County,0
Lamar County,Brazoria County,0
Lamar County,Montague County,0
Lamar County,Tyler County,0
Lamar County,Burleson County,0
Lamar County,Llano County,0
Lamar County,Grimes County,0
Lamar County,Hansford County,0
Lamar County,Orange County,0
Lamar County,Harris County,33
Lamar County,Nacogdoches County,23
Lamar County,Shackelford County,0
Lamar County,Sutton County,0
Lamar County,Young County,0
Lamar County,Fayette County,0
Lamar County,Hood County,0
Lamar County,Hopkins County,279
Lamar County,Karnes County,0
Lamar County,Lubbock County,0
Lamar County,Coleman County,0
Lamar County,Washington County,5
Lamar County,Webb County,0
Lamar County,Wise County,0
Lamar County,Fisher County,0
Lamar County,Oldham County,0
Lamar County,Williamson County,32
Lamar County,Armstrong County,0
Lamar County,Frio County,0
Lamar County,Erath County,0
Lamar County,Stonewall County,0
Lamar County,Anderson County,37
Lamar County,Duval County,0
Lamar County,Comal County,0
Lamar County,Hall County,0
Lamar County,Hardeman County,0
Lamar County,Collin County,62
Lamar County,Motley County,0
Lamar County,Concho County,0
Lamar County,Dawson County,0
Lamar County,Kent County,0
Lamar County,San Augustine County,0
Lamar County,Wood County,0
Lamar County,Garza County,0
Lamar County,Culberson County,0
Lamar County,Henderson County,0
Lamar County,Presidio County,0
Lamar County,Reeves County,0
Lamar County,Delta County,66
Lamar County,Real County,0
Lamar County,Gaines County,0
Lamar County,Archer County,0
Lamar County,Glasscock County,0
Lamar County,Madison County,0
Lamar County,Mitchell County,0
Lamar County,Castro County,0
Lamar County,Kleberg County,0
Lamar County,Cottle County,0
Lamar County,Kimble County,0
Lamar County,Loving County,0
Lamar County,Jones County,0
Lamar County,Reagan County,0
Lamar County,Hunt County,308
Lamar County,Houston County,0
Lamar County,Baylor County,0
Lamar County,Leon County,0
Lamar County,San Saba County,0
Lamar County,Crosby County,0
Lamar County,Howard County,0
Lamar County,Upshur County,51
Lamar County,Wilbarger County,0
Lamar County,Waller County,0
Lamar County,Kendall County,0
Lamar County,Johnson County,0
Lamar County,Cherokee County,0
Lamar County,Pecos County,0
Lamar County,Jefferson County,0
Lamar County,Lavaca County,0
Lamar County,Harrison County,0
Lamar County,Jeff Davis County,0
Lamar County,Midland County,9
Lamar County,Tom Green County,0
Lamar County,Bell County,0
Lamar County,Wheeler County,0
Lamar County,Runnels County,0
Lamar County,Galveston County,0
Lamar County,Bosque County,0
Lamar County,Milam County,0
Lamar County,Polk County,0
Lamar County,Ward County,0
Lamar County,Rusk County,0
Lamar County,Val Verde County,0
Lamar County,Fannin County,367
Lamar County,Deaf Smith County,0
Lamar County,Eastland County,0
Lamar County,Lampasas County,0
Lamar County,Newton County,0
Live Oak County,Gregg County,0
Live Oak County,Borden County,0
Live Oak County,Gonzales County,0
Live Oak County,Caldwell County,0
Live Oak County,Willacy County,0
Live Oak County,Jim Wells County,196
Live Oak County,Kinney County,0
Live Oak County,Camp County,0
Live Oak County,Liberty County,0
Live Oak County,Haskell County,0
Live Oak County,San Jacinto County,0
Live Oak County,Wilson County,14
Live Oak County,DeWitt County,7
Live Oak County,Aransas County,0
Live Oak County,McMullen County,106
Live Oak County,Hutchinson County,0
Live Oak County,La Salle County,0
Live Oak County,Atascosa County,24
Live Oak County,Zapata County,0
Live Oak County,Brown County,0
Live Oak County,Mills County,0
Live Oak County,Donley County,0
Live Oak County,Guadalupe County,0
Live Oak County,Cooke County,0
Live Oak County,Parker County,0
Live Oak County,Randall County,0
Live Oak County,Burnet County,0
Live Oak County,Freestone County,0
Live Oak County,Crane County,0
Live Oak County,Bailey County,0
Live Oak County,Blanco County,0
Live Oak County,Ector County,0
Live Oak County,Hill County,0
Live Oak County,Refugio County,0
Live Oak County,Sabine County,0
Live Oak County,Denton County,0
Live Oak County,Goliad County,0
Live Oak County,Navarro County,0
Live Oak County,Comanche County,0
Live Oak County,Throckmorton County,0
Live Oak County,Uvalde County,0
Live Oak County,Nolan County,0
Live Oak County,Hale County,0
Live Oak County,Smith County,0
Live Oak County,Lipscomb County,0
Live Oak County,Titus County,0
Live Oak County,Jack County,0
Live Oak County,Montgomery County,0
Live Oak County,Wichita County,0
Live Oak County,Lamb County,0
Live Oak County,Angelina County,0
Live Oak County,Starr County,0
Live Oak County,Hemphill County,0
Live Oak County,Bandera County,0
Live Oak County,Jasper County,0
Live Oak County,Palo Pinto County,0
Live Oak County,Zavala County,0
Live Oak County,Clay County,0
Live Oak County,Victoria County,32
Live Oak County,Hartley County,0
Live Oak County,McCulloch County,0
Live Oak County,Ellis County,0
Live Oak County,Fort Bend County,0
Live Oak County,Rains County,0
Live Oak County,Lynn County,0
Live Oak County,Stephens County,0
Live Oak County,Red River County,0
Live Oak County,Terry County,0
Live Oak County,Brewster County,0
Live Oak County,Limestone County,0
Live Oak County,Travis County,0
Live Oak County,Upton County,0
Live Oak County,Bowie County,0
Live Oak County,Knox County,0
Live Oak County,Somervell County,0
Live Oak County,Sherman County,0
Live Oak County,Winkler County,0
Live Oak County,Andrews County,0
Live Oak County,Matagorda County,0
Live Oak County,Coryell County,0
Live Oak County,Colorado County,0
Live Oak County,Callahan County,0
Live Oak County,Morris County,0
Live Oak County,Bee County,331
Live Oak County,Franklin County,0
Live Oak County,Cass County,0
Live Oak County,Taylor County,0
Live Oak County,McLennan County,9
Live Oak County,Wharton County,0
Live Oak County,Robertson County,0
Live Oak County,Cameron County,0
Live Oak County,Van Zandt County,0
Live Oak County,Yoakum County,0
Live Oak County,Crockett County,0
Live Oak County,Panola County,0
Live Oak County,Terrell County,0
Live Oak County,Lee County,0
Live Oak County,Walker County,0
Live Oak County,Hidalgo County,0
Live Oak County,Collingsworth County,0
Live Oak County,Lamar County,0
Live Oak County,Live Oak County,2758
Live Oak County,Jim Hogg County,0
Live Oak County,Dallam County,0
Live Oak County,Dallas County,0
Live Oak County,Gray County,0
Live Oak County,Chambers County,0
Live Oak County,Hardin County,0
Live Oak County,Roberts County,0
Live Oak County,Scurry County,53
Live Oak County,Rockwall County,0
Live Oak County,Brazos County,0
Live Oak County,Calhoun County,4
Live Oak County,King County,0
Live Oak County,Grayson County,0
Live Oak County,Mason County,0
Live Oak County,Parmer County,0
Live Oak County,Shelby County,0
Live Oak County,El Paso County,0
Live Oak County,Hays County,0
Live Oak County,Tarrant County,8
Live Oak County,Kenedy County,0
Live Oak County,Martin County,0
Live Oak County,Jackson County,0
Live Oak County,San Patricio County,113
Live Oak County,Falls County,0
Live Oak County,Sterling County,0
Live Oak County,Gillespie County,0
Live Oak County,Carson County,0
Live Oak County,Dickens County,0
Live Oak County,Dimmit County,3
Live Oak County,Bastrop County,0
Live Oak County,Coke County,0
Live Oak County,Medina County,0
Live Oak County,Menard County,0
Live Oak County,Ochiltree County,0
Live Oak County,Bexar County,6
Live Oak County,Floyd County,0
Live Oak County,Brooks County,0
Live Oak County,Irion County,0
Live Oak County,Cochran County,0
Live Oak County,Kerr County,0
Live Oak County,Marion County,0
Live Oak County,Moore County,0
Live Oak County,Maverick County,0
Live Oak County,Nueces County,336
Live Oak County,Briscoe County,0
Live Oak County,Austin County,0
Live Oak County,Hockley County,0
Live Oak County,Swisher County,0
Live Oak County,Childress County,0
Live Oak County,Kaufman County,0
Live Oak County,Foard County,0
Live Oak County,Schleicher County,0
Live Oak County,Edwards County,0
Live Oak County,Hamilton County,0
Live Oak County,Potter County,0
Live Oak County,Trinity County,0
Live Oak County,Hudspeth County,0
Live Oak County,Brazoria County,0
Live Oak County,Montague County,0
Live Oak County,Tyler County,0
Live Oak County,Burleson County,0
Live Oak County,Llano County,0
Live Oak County,Grimes County,0
Live Oak County,Hansford County,0
Live Oak County,Orange County,0
Live Oak County,Harris County,35
Live Oak County,Nacogdoches County,0
Live Oak County,Shackelford County,0
Live Oak County,Sutton County,0
Live Oak County,Young County,0
Live Oak County,Fayette County,0
Live Oak County,Hood County,0
Live Oak County,Hopkins County,0
Live Oak County,Karnes County,17
Live Oak County,Lubbock County,0
Live Oak County,Coleman County,0
Live Oak County,Washington County,0
Live Oak County,Webb County,0
Live Oak County,Wise County,0
Live Oak County,Fisher County,0
Live Oak County,Oldham County,0
Live Oak County,Williamson County,0
Live Oak County,Armstrong County,0
Live Oak County,Frio County,0
Live Oak County,Erath County,0
Live Oak County,Stonewall County,0
Live Oak County,Anderson County,0
Live Oak County,Duval County,20
Live Oak County,Comal County,0
Live Oak County,Hall County,0
Live Oak County,Hardeman County,0
Live Oak County,Collin County,0
Live Oak County,Motley County,0
Live Oak County,Concho County,0
Live Oak County,Dawson County,0
Live Oak County,Kent County,0
Live Oak County,San Augustine County,0
